node_id,temperature,humidity,signal_strength,battery_level,packet_loss_rate,response_time,fault_type
19,35.14,55.74,-45.84,91.64,0.61,24.33,Normal
19,9.31,86.56,-78.67,58.4,96.84,731.92,Node_Failure
20,31.52,42.81,-42.6,71.6,4.04,20.75,Normal
7,28.17,66.27,-69.26,13.56,12.56,289.59,Battery_Drain
7,29.15,74.63,-79.8,23.32,86.7,931.53,Node_Failure
8,31.19,54.23,-79.82,55.95,56.04,620.42,Communication_Loss
9,30.7,50.51,-52.97,58.36,0.17,31.45,Normal
3,24.56,48.35,-81.01,57.6,82.77,242.02,Communication_Loss
10,-10.59,2.46,-41.78,82.94,8.85,43.12,Data_Anomaly
6,91.18,3.75,-42.29,93.2,0.24,35.25,Data_Anomaly
19,29.51,48.79,-56.5,94.48,3.04,26.12,Normal
9,29.84,45.77,-75.98,44.62,51.14,730.49,Communication_Loss
17,21.7,63.59,-58.39,94.35,0.99,18.22,Normal
9,32.19,64.16,-64.41,8.56,25.44,285.6,Battery_Drain
20,14.01,96.64,-78.97,40.11,99.69,778.48,Node_Failure
4,30.52,63.07,-57.65,84.48,2.04,27.35,Normal
2,32.1,55.69,-56.71,87.66,3.8,26.96,Normal
18,35.83,70.66,-77.53,53.33,94.28,646.31,Node_Failure
19,21.22,67.24,-48.34,96.79,4.34,21.58,Normal
4,24.75,57.48,-83.69,54.92,67.27,580.43,Communication_Loss
10,25.73,46.37,-90.61,58.32,89.01,622.64,Communication_Loss
20,25.34,69.51,-57.17,12.27,10.11,298.4,Battery_Drain
15,27.81,51.12,-75.06,86.81,61.62,366.69,Communication_Loss
19,70.8,91.41,-44.87,66.04,5.58,24.53,Data_Anomaly
16,-8.34,97.99,-57.39,54.53,2.43,23.23,Data_Anomaly
10,34.03,58.67,-57.32,12.65,15.22,119.54,Battery_Drain
16,29.07,61.94,-89.39,77.74,98.49,967.64,Node_Failure
20,23.86,56.44,-84.36,61.41,81.69,654.88,Communication_Loss
2,30.06,63.01,-50.91,73.71,2.34,19.56,Normal
4,24.81,52.7,-54.04,78.02,1.99,21.44,Normal
9,23.02,47.19,-58.66,94.79,3.46,38.49,Normal
5,8.36,41.5,-72.87,59.14,97.68,807.89,Node_Failure
6,24.74,52.49,-40.41,64.8,4.35,23.36,Normal
17,93.67,0.75,-49.64,82.26,8.9,27.72,Data_Anomaly
20,29.18,51.21,-64.55,8.24,24.44,298.67,Battery_Drain
5,33.91,57.32,-62.8,0.68,13.16,127.44,Battery_Drain
12,32.54,61.94,-68.1,4.81,17.74,224.52,Battery_Drain
5,55.59,80.33,-76.73,16.35,82.07,786.43,Node_Failure
3,21.02,59.27,-76.06,46.03,56.22,776.01,Communication_Loss
20,26.81,53.93,-44.53,76.43,4.64,23.35,Normal
19,9.02,92.52,-73.58,21.86,97.48,631.72,Node_Failure
2,26.02,50.09,-83.46,91.3,88.97,463.7,Communication_Loss
1,30.46,48.57,-49.12,93.84,2.72,29.67,Normal
7,94.28,95.74,-40.34,88.51,1.6,32.75,Data_Anomaly
10,-9.89,1.9,-59.65,74.49,2.12,26.41,Data_Anomaly
7,76.18,94.19,-51.91,92.52,1.89,46.65,Data_Anomaly
10,37.31,71.91,-63.07,3.02,26.15,110.77,Battery_Drain
13,24.1,48.56,-57.26,92.45,3.08,21.27,Normal
18,-0.42,3.43,-44.82,57.82,4.27,35.72,Data_Anomaly
7,34.65,57.33,-65.27,5.18,25.06,184.91,Battery_Drain
7,28.45,52.91,-54.61,99.45,3.35,43.24,Normal
6,24.3,64.8,-47.84,55.13,4.26,19.34,Normal
1,-17.2,1.1,-46.2,65.4,9.23,23.34,Data_Anomaly
10,31.99,66.85,-59.06,3.47,16.88,222.81,Battery_Drain
6,69.07,4.96,-56.33,65.48,3.92,35.81,Data_Anomaly
19,85.91,97.12,-43.58,43.54,9.06,24.02,Data_Anomaly
11,30.41,63.27,-92.39,85.76,52.73,207.56,Communication_Loss
20,29.35,47.18,-47.57,76.07,4.31,32.25,Normal
1,20.67,58.99,-56.62,73.34,0.5,16.0,Normal
9,20.32,57.33,-57.77,60.61,2.37,25.51,Normal
10,24.17,58.32,-77.4,70.64,53.29,570.03,Communication_Loss
1,22.1,61.76,-48.78,76.68,4.12,24.58,Normal
12,33.26,59.76,-58.6,2.51,26.76,292.15,Battery_Drain
16,-0.77,4.47,-44.7,85.84,2.92,31.08,Data_Anomaly
10,26.56,69.93,-86.38,97.26,58.23,387.01,Communication_Loss
12,21.59,50.92,-70.83,17.93,94.39,807.24,Node_Failure
5,26.17,54.98,-52.01,73.02,4.53,20.3,Normal
1,25.63,54.16,-67.89,2.83,20.01,258.65,Battery_Drain
19,24.28,56.1,-57.6,50.28,0.26,20.54,Normal
20,25.6,35.07,-79.2,68.64,81.33,459.02,Communication_Loss
15,28.06,52.14,-51.59,88.25,4.77,15.32,Normal
15,-8.4,2.81,-55.89,85.34,4.51,37.75,Data_Anomaly
12,-12.07,95.59,-54.79,72.29,5.33,15.96,Data_Anomaly
10,27.59,52.57,-40.56,57.14,0.51,27.85,Normal
13,33.1,58.98,-64.7,8.56,18.85,211.28,Battery_Drain
7,-2.42,90.38,-50.33,59.9,1.81,36.64,Data_Anomaly
16,28.06,56.99,-43.47,52.13,2.1,15.79,Normal
12,65.1,29.89,-87.01,21.97,89.37,712.43,Node_Failure
3,28.23,48.83,-65.65,2.05,21.03,221.08,Battery_Drain
18,28.44,70.04,-51.98,71.54,0.29,36.35,Normal
20,22.76,48.55,-52.13,53.21,1.13,30.49,Normal
2,28.1,48.47,-41.67,64.96,3.13,25.39,Normal
5,30.48,45.29,-40.35,83.27,4.78,36.99,Normal
5,27.25,45.0,-44.14,71.63,2.34,24.69,Normal
19,32.7,52.39,-51.69,12.43,29.61,164.85,Battery_Drain
13,23.45,53.77,-92.01,74.81,76.47,632.68,Communication_Loss
5,26.26,66.56,-54.07,70.76,4.0,36.25,Normal
8,29.9,34.51,-57.71,99.59,1.51,33.87,Normal
6,35.5,61.48,-51.96,5.79,25.58,244.96,Battery_Drain
17,25.09,38.97,-49.93,58.09,1.85,24.55,Normal
19,29.17,59.0,-55.67,63.18,1.04,30.03,Normal
18,2.99,68.8,-81.23,46.42,91.15,638.69,Node_Failure
10,20.78,59.83,-48.02,96.79,3.89,6.43,Normal
10,27.45,58.11,-43.47,78.82,4.37,31.96,Normal
4,19.37,36.41,-71.71,48.13,94.76,745.06,Node_Failure
7,27.75,59.38,-40.46,63.64,0.79,38.63,Normal
8,24.92,56.1,-59.05,53.06,4.71,26.49,Normal
2,29.73,60.16,-46.62,82.75,2.23,13.01,Normal
10,26.33,54.58,-57.94,8.38,17.6,272.66,Battery_Drain
8,24.02,61.61,-45.42,87.39,1.99,25.86,Normal
14,28.76,60.67,-55.45,99.37,2.8,17.65,Normal
13,26.73,45.37,-54.82,87.73,3.61,29.03,Normal
14,25.53,47.65,-58.15,95.8,3.89,40.82,Normal
12,24.89,55.66,-41.93,95.36,3.49,27.09,Normal
2,24.93,67.83,-40.98,54.17,0.03,28.88,Normal
17,31.19,58.61,-68.17,11.25,13.51,174.38,Battery_Drain
8,20.07,56.6,-45.4,64.93,2.71,11.61,Normal
17,30.15,45.63,-62.48,7.02,18.39,135.65,Battery_Drain
15,50.25,0.55,-89.63,34.22,93.83,847.52,Node_Failure
13,13.75,79.77,-70.89,36.02,99.05,911.9,Node_Failure
1,4.58,69.56,-88.94,66.28,96.5,618.54,Node_Failure
8,-18.1,0.0,-56.43,98.95,3.76,9.75,Data_Anomaly
16,69.92,1.23,-59.53,62.53,1.11,19.48,Data_Anomaly
3,21.62,60.31,-40.81,72.92,2.61,16.79,Normal
19,21.67,51.43,-76.14,93.04,53.36,509.99,Communication_Loss
3,23.55,44.86,-83.69,57.49,54.69,592.21,Communication_Loss
14,5.01,55.91,-86.57,77.41,90.54,776.78,Node_Failure
16,29.02,60.02,-48.94,74.43,0.57,23.05,Normal
11,32.02,38.66,-55.7,7.31,18.51,185.1,Battery_Drain
5,29.97,58.03,-57.07,95.43,1.42,22.5,Normal
8,-8.9,93.25,-43.01,69.99,3.88,24.27,Data_Anomaly
14,26.95,53.47,-47.74,70.02,0.06,27.14,Normal
14,-9.62,1.18,-48.84,43.4,1.7,20.01,Data_Anomaly
2,29.22,57.98,-58.29,72.22,4.25,22.98,Normal
15,77.72,89.47,-83.15,79.86,80.07,513.81,Node_Failure
3,31.12,62.09,-56.78,81.63,0.26,28.62,Normal
20,26.44,63.4,-49.14,91.62,0.56,19.34,Normal
16,-1.43,1.58,-40.39,97.94,1.61,32.64,Data_Anomaly
9,29.61,63.08,-49.2,70.71,4.89,28.2,Normal
14,22.7,60.63,-86.35,55.32,85.38,267.53,Communication_Loss
7,7.83,4.61,-76.52,45.3,88.88,817.22,Node_Failure
8,72.48,2.7,-46.83,49.03,9.23,11.25,Data_Anomaly
7,27.64,58.66,-61.64,2.49,13.08,241.49,Battery_Drain
8,27.39,47.73,-42.75,59.05,2.72,38.44,Normal
10,27.95,61.58,-62.87,2.87,27.13,276.53,Battery_Drain
18,22.62,51.57,-52.88,58.49,0.53,21.39,Normal
15,24.06,63.24,-43.29,50.91,4.01,9.06,Normal
1,28.74,75.3,-53.38,77.12,4.79,29.77,Normal
18,27.25,52.72,-41.5,92.39,1.88,32.99,Normal
1,24.78,43.5,-58.17,55.61,3.63,26.15,Normal
4,28.86,50.39,-58.34,55.11,2.35,10.86,Normal
16,76.08,91.29,-49.26,94.48,0.59,44.2,Data_Anomaly
5,34.53,61.91,-50.78,2.8,17.03,214.55,Battery_Drain
6,78.86,43.03,-83.89,32.4,87.94,910.77,Node_Failure
17,25.2,46.69,-94.9,70.55,72.22,694.96,Communication_Loss
11,-2.56,3.85,-41.47,41.93,4.63,30.09,Data_Anomaly
17,27.98,60.77,-67.63,13.06,10.12,177.62,Battery_Drain
18,30.41,52.84,-59.51,83.77,4.66,31.19,Normal
17,26.34,41.16,-51.27,81.63,0.61,16.61,Normal
11,24.49,49.91,-54.69,54.74,1.73,18.45,Normal
3,-15.93,4.23,-47.16,98.16,1.38,39.49,Data_Anomaly
18,24.95,68.45,-77.92,86.29,52.59,572.68,Communication_Loss
16,26.99,52.04,-80.05,66.68,87.8,694.29,Communication_Loss
8,-5.05,93.36,-55.73,72.19,8.35,45.41,Data_Anomaly
4,26.97,58.04,-80.05,46.92,59.11,259.34,Communication_Loss
18,45.26,68.15,-83.22,47.86,88.95,829.56,Node_Failure
18,24.97,53.92,-46.41,82.59,0.19,35.06,Normal
9,26.81,53.44,-46.41,78.27,2.18,13.85,Normal
13,18.79,46.41,-79.18,75.48,59.19,487.21,Communication_Loss
13,26.69,65.25,-59.95,81.41,2.94,31.53,Normal
17,81.52,91.24,-44.72,45.03,1.61,25.2,Data_Anomaly
16,-6.43,1.74,-48.93,96.28,7.24,24.78,Data_Anomaly
9,23.47,66.55,-50.59,63.33,1.72,31.61,Normal
14,26.46,60.48,-55.89,53.57,3.63,32.84,Normal
15,22.7,72.93,-84.46,58.6,87.68,885.45,Node_Failure
10,69.11,2.52,-40.8,60.1,7.79,27.97,Data_Anomaly
6,25.1,64.16,-85.89,87.98,75.9,202.17,Communication_Loss
18,-19.39,1.83,-40.49,50.95,3.61,13.18,Data_Anomaly
2,-18.96,94.48,-40.01,63.33,3.87,16.16,Data_Anomaly
14,29.71,48.93,-44.38,99.58,2.66,26.81,Normal
7,35.71,66.32,-76.23,70.37,80.68,702.17,Node_Failure
3,29.44,45.64,-91.72,43.36,54.84,757.99,Communication_Loss
12,28.23,52.27,-56.11,58.08,1.03,16.46,Normal
19,33.96,50.29,-59.05,1.25,28.31,180.85,Battery_Drain
5,68.93,39.27,-82.37,24.7,80.89,634.0,Node_Failure
16,33.35,64.14,-67.97,5.21,20.77,262.26,Battery_Drain
13,25.18,51.38,-52.06,79.21,3.69,25.77,Normal
17,31.03,43.08,-50.93,12.76,12.9,105.96,Battery_Drain
12,25.37,47.98,-70.63,55.41,83.07,566.61,Node_Failure
1,29.29,52.95,-56.81,51.43,4.54,27.51,Normal
6,30.75,47.58,-41.82,59.95,3.72,26.4,Normal
3,31.58,38.46,-42.23,66.3,0.67,38.43,Normal
7,24.15,39.06,-43.1,80.11,2.27,23.72,Normal
16,26.6,63.65,-48.8,51.1,4.68,25.78,Normal
5,28.77,49.08,-50.92,74.64,1.91,27.46,Normal
19,33.39,56.71,-51.01,62.08,0.01,41.49,Normal
16,27.76,61.41,-55.6,59.01,0.08,21.48,Normal
9,71.7,86.29,-86.72,6.95,81.8,643.27,Node_Failure
13,32.29,53.93,-58.96,76.71,1.51,18.77,Normal
17,61.03,16.72,-77.37,11.42,98.94,645.86,Node_Failure
5,26.3,53.36,-83.37,85.45,60.64,734.19,Communication_Loss
14,28.43,52.38,-88.77,53.69,62.68,328.09,Communication_Loss
14,30.12,44.02,-45.58,81.56,0.5,21.67,Normal
17,24.7,59.8,-41.81,91.39,0.82,21.89,Normal
7,-0.35,98.43,-58.42,56.61,2.49,23.76,Data_Anomaly
1,68.7,90.33,-57.17,62.54,2.82,29.63,Data_Anomaly
3,20.07,56.85,-76.25,64.33,72.75,674.4,Communication_Loss
5,24.33,57.39,-56.01,63.13,3.73,17.42,Normal
16,26.71,59.08,-79.04,47.63,65.84,362.88,Communication_Loss
3,22.21,46.27,-53.0,4.68,26.35,124.45,Battery_Drain
16,-8.26,95.49,-59.31,68.12,3.99,34.12,Data_Anomaly
19,32.4,52.6,-55.45,12.47,12.5,127.09,Battery_Drain
9,69.73,6.91,-72.48,44.32,88.17,654.84,Node_Failure
8,23.89,63.83,-89.86,77.08,68.4,669.46,Communication_Loss
11,22.68,49.52,-76.86,55.84,61.24,447.77,Communication_Loss
8,-1.51,0.14,-46.34,85.86,8.4,18.57,Data_Anomaly
1,-12.02,1.22,-58.05,71.26,7.2,25.58,Data_Anomaly
2,-2.94,92.03,-50.53,84.79,8.05,57.45,Data_Anomaly
16,8.26,34.36,-75.08,51.96,88.32,982.38,Node_Failure
14,35.5,52.95,-68.6,14.7,22.33,136.69,Battery_Drain
18,62.16,24.17,-71.02,31.79,93.04,871.43,Node_Failure
19,25.15,56.61,-76.66,84.49,63.42,417.76,Communication_Loss
8,26.91,71.85,-65.54,9.8,23.71,237.04,Battery_Drain
19,33.51,45.07,-63.36,0.14,14.0,122.64,Battery_Drain
2,30.33,64.04,-43.17,56.63,3.3,21.43,Normal
3,24.44,62.11,-50.04,69.94,3.75,23.82,Normal
14,35.22,60.06,-50.38,13.97,24.74,238.8,Battery_Drain
11,-1.07,96.85,-52.99,53.01,5.86,43.08,Data_Anomaly
10,28.17,50.34,-61.61,8.91,27.27,131.83,Battery_Drain
9,15.08,33.43,-88.44,19.38,98.23,509.65,Node_Failure
1,-19.63,95.21,-57.07,90.46,1.46,45.62,Data_Anomaly
13,70.27,96.1,-83.51,64.9,84.21,772.79,Node_Failure
18,24.95,63.48,-88.6,62.98,75.21,465.24,Communication_Loss
10,29.6,47.89,-83.5,46.55,57.13,224.78,Communication_Loss
8,30.47,62.49,-48.75,98.73,3.44,27.52,Normal
3,29.77,62.29,-56.28,65.14,2.43,14.06,Normal
19,26.82,54.85,-85.65,50.52,55.64,275.54,Communication_Loss
4,29.64,63.48,-57.72,82.84,1.4,24.41,Normal
16,21.89,51.32,-66.95,13.3,24.64,212.19,Battery_Drain
16,52.34,28.54,-87.19,16.75,92.79,936.44,Node_Failure
9,30.98,56.99,-52.79,0.23,12.14,118.52,Battery_Drain
19,75.64,1.38,-83.02,14.91,82.53,907.71,Node_Failure
7,27.35,51.3,-63.7,13.13,16.94,212.38,Battery_Drain
13,19.72,54.5,-85.78,82.5,53.59,586.91,Communication_Loss
15,11.93,57.13,-70.45,22.77,87.11,628.29,Node_Failure
18,26.17,53.29,-67.62,1.21,13.13,149.98,Battery_Drain
17,26.97,57.62,-81.2,81.29,78.19,392.61,Communication_Loss
15,31.04,58.67,-57.02,91.88,4.42,36.8,Normal
6,31.58,52.19,-93.05,42.41,80.13,455.21,Communication_Loss
19,28.26,46.99,-54.01,4.16,26.64,119.11,Battery_Drain
11,25.84,63.64,-50.9,51.4,1.93,30.11,Normal
15,39.45,79.62,-78.62,71.99,92.73,844.67,Node_Failure
15,-4.23,98.49,-55.66,43.91,7.8,49.62,Data_Anomaly
17,24.01,53.72,-51.38,71.7,2.49,25.71,Normal
9,-6.91,0.04,-57.47,42.93,8.78,33.0,Data_Anomaly
19,95.19,93.88,-49.22,79.78,7.4,39.71,Data_Anomaly
20,29.98,45.69,-83.51,18.72,82.86,972.54,Node_Failure
4,23.42,63.45,-44.15,54.6,0.28,30.94,Normal
12,95.88,3.08,-42.87,44.54,4.63,33.81,Data_Anomaly
13,32.09,58.44,-88.91,42.14,87.43,551.67,Communication_Loss
9,29.9,62.91,-54.49,12.13,21.42,102.1,Battery_Drain
8,27.82,49.34,-44.22,76.48,0.15,24.11,Normal
16,38.01,49.89,-67.8,9.15,18.87,111.6,Battery_Drain
19,39.99,58.39,-68.01,5.71,25.39,241.38,Battery_Drain
16,24.95,38.52,-53.05,81.42,0.21,22.98,Normal
19,25.47,47.05,-53.38,5.23,18.0,278.81,Battery_Drain
17,25.91,54.27,-75.57,62.34,64.86,317.02,Communication_Loss
8,30.14,49.18,-69.2,14.78,16.81,162.39,Battery_Drain
19,29.29,52.35,-49.52,95.74,4.87,33.08,Normal
2,25.59,53.72,-46.55,99.33,4.56,20.48,Normal
6,25.75,48.74,-44.68,72.26,1.73,37.17,Normal
1,25.63,55.27,-85.63,93.12,64.46,759.47,Communication_Loss
9,31.05,50.53,-52.82,3.31,13.08,281.96,Battery_Drain
9,19.66,55.01,-52.0,68.04,4.13,35.62,Normal
2,26.73,59.75,-53.3,95.98,3.27,15.15,Normal
2,33.58,37.47,-58.01,8.5,23.08,161.55,Battery_Drain
10,22.2,71.39,-83.97,46.94,66.07,475.04,Communication_Loss
2,76.6,1.99,-44.69,93.03,6.99,21.97,Data_Anomaly
18,26.62,50.94,-57.76,82.01,4.95,20.7,Normal
4,29.0,55.81,-42.48,83.85,3.29,22.33,Normal
1,26.15,52.55,-54.57,88.4,4.26,23.3,Normal
16,31.07,83.71,-76.46,57.34,90.72,942.61,Node_Failure
3,27.33,43.0,-52.23,6.97,20.32,166.55,Battery_Drain
6,24.63,59.87,-46.12,80.13,0.92,19.96,Normal
2,30.45,87.72,-70.99,58.74,89.85,820.31,Node_Failure
9,24.57,66.74,-85.48,90.17,77.12,610.73,Communication_Loss
13,28.43,34.65,-56.6,60.13,4.59,22.86,Normal
4,24.83,56.41,-77.39,43.09,72.2,667.83,Communication_Loss
10,25.1,57.79,-44.21,58.41,1.73,33.77,Normal
15,-15.05,0.63,-56.54,74.37,5.84,24.74,Data_Anomaly
20,81.03,99.59,-48.99,58.44,5.34,41.44,Data_Anomaly
5,24.52,62.58,-56.94,55.4,2.67,16.43,Normal
9,28.62,70.59,-94.63,43.72,85.52,721.32,Communication_Loss
10,-18.16,98.49,-57.89,99.48,2.44,31.26,Data_Anomaly
16,38.37,54.97,-64.5,10.16,10.77,213.65,Battery_Drain
14,78.5,20.31,-88.69,69.46,97.37,736.04,Node_Failure
2,32.1,54.44,-52.82,13.44,29.12,275.91,Battery_Drain
13,40.44,47.78,-51.48,6.83,17.27,225.91,Battery_Drain
11,34.68,54.51,-51.81,3.38,13.78,223.38,Battery_Drain
1,31.44,60.61,-46.56,98.54,1.27,20.69,Normal
8,29.39,53.38,-54.13,87.66,1.1,35.52,Normal
20,33.44,36.49,-52.19,4.45,28.63,190.16,Battery_Drain
20,35.03,41.4,-74.8,18.11,86.77,612.09,Node_Failure
2,-1.93,99.8,-58.66,82.87,7.03,23.47,Data_Anomaly
5,40.43,68.12,-78.24,68.18,85.69,787.74,Node_Failure
12,32.49,57.13,-63.68,11.45,10.44,205.3,Battery_Drain
8,26.24,55.12,-76.38,81.17,51.37,691.3,Communication_Loss
15,6.83,86.63,-84.42,20.27,85.62,782.29,Node_Failure
16,23.65,41.73,-83.28,95.16,65.78,241.49,Communication_Loss
2,-9.3,0.58,-41.14,57.45,9.23,40.91,Data_Anomaly
13,23.4,62.08,-48.47,53.28,1.25,38.81,Normal
16,34.3,63.52,-41.82,69.3,4.63,30.38,Normal
4,29.19,42.91,-57.51,67.25,0.69,24.44,Normal
4,26.66,50.99,-46.53,71.1,4.36,18.27,Normal
12,29.48,58.36,-57.92,69.24,3.88,27.56,Normal
20,79.56,49.36,-85.83,17.21,80.85,779.41,Node_Failure
15,-10.6,99.7,-43.17,50.21,3.16,31.51,Data_Anomaly
1,32.66,75.83,-76.98,18.33,81.02,841.48,Node_Failure
13,25.56,54.07,-55.14,8.2,15.13,234.22,Battery_Drain
17,26.79,47.69,-46.23,63.62,4.16,29.89,Normal
8,23.35,47.93,-47.08,61.56,4.58,38.51,Normal
6,29.73,50.62,-77.62,64.89,71.39,212.12,Communication_Loss
7,27.82,71.84,-54.68,6.81,22.61,207.92,Battery_Drain
1,26.81,53.01,-48.4,59.65,4.01,18.4,Normal
1,75.43,93.32,-85.49,51.08,80.56,965.89,Node_Failure
16,30.21,57.29,-50.52,96.38,1.06,16.63,Normal
3,67.33,2.36,-40.89,91.4,8.44,14.09,Data_Anomaly
3,26.8,55.18,-60.51,8.37,18.92,113.9,Battery_Drain
5,30.92,70.47,-59.29,75.68,3.05,20.11,Normal
8,34.04,54.59,-77.05,97.98,64.49,590.62,Communication_Loss
14,32.39,59.8,-40.37,85.58,2.09,31.91,Normal
5,29.54,58.24,-75.91,52.66,70.16,608.33,Communication_Loss
13,30.43,34.41,-51.01,74.66,1.49,27.83,Normal
7,28.19,56.91,-45.71,66.34,1.45,24.18,Normal
13,27.35,40.65,-54.46,60.51,0.44,28.62,Normal
15,23.48,49.89,-43.64,95.64,1.01,14.0,Normal
7,32.3,22.85,-86.85,51.15,99.9,588.88,Node_Failure
20,34.52,68.41,-77.79,45.86,59.62,443.92,Communication_Loss
19,35.29,34.75,-58.93,5.84,29.96,295.3,Battery_Drain
1,33.63,50.87,-64.78,11.99,15.43,106.64,Battery_Drain
14,34.65,50.6,-57.17,10.03,26.65,214.76,Battery_Drain
14,22.74,59.65,-58.4,50.03,3.04,35.44,Normal
4,27.79,96.88,-71.28,68.6,98.41,724.57,Node_Failure
9,-7.07,97.07,-55.17,81.5,0.65,32.51,Data_Anomaly
16,25.53,54.18,-62.36,9.81,11.52,220.72,Battery_Drain
17,29.96,47.52,-59.41,69.05,2.04,41.57,Normal
17,25.54,71.33,-91.63,98.57,69.53,234.59,Communication_Loss
2,94.11,94.66,-45.88,63.62,2.73,36.65,Data_Anomaly
19,-11.36,4.13,-46.58,98.75,5.32,35.51,Data_Anomaly
4,11.27,8.38,-73.14,5.8,97.23,725.63,Node_Failure
15,94.36,98.55,-55.64,81.6,7.07,18.32,Data_Anomaly
6,-15.68,90.37,-57.01,89.56,2.91,10.84,Data_Anomaly
3,-2.78,0.91,-45.32,57.08,3.18,44.06,Data_Anomaly
15,75.96,0.32,-50.34,61.34,3.22,19.61,Data_Anomaly
12,-7.2,92.47,-42.39,44.02,8.68,31.62,Data_Anomaly
19,55.44,2.13,-72.75,16.82,90.29,798.58,Node_Failure
3,35.02,35.47,-78.68,22.84,99.77,750.43,Node_Failure
10,28.09,58.34,-79.63,62.62,86.37,673.64,Communication_Loss
5,24.63,56.54,-84.83,44.95,79.44,527.9,Communication_Loss
2,-15.96,90.36,-49.19,82.34,3.58,36.6,Data_Anomaly
13,26.59,55.59,-52.71,96.93,3.31,26.02,Normal
11,25.21,47.85,-44.44,94.7,3.62,18.12,Normal
18,79.15,81.47,-75.84,9.6,98.09,895.03,Node_Failure
6,22.82,57.16,-41.78,54.66,1.32,19.7,Normal
6,-14.01,0.04,-46.68,62.28,9.44,40.14,Data_Anomaly
1,25.48,64.17,-41.63,94.84,4.6,20.59,Normal
7,24.56,48.22,-55.33,75.75,1.61,23.71,Normal
3,30.11,57.59,-93.0,68.94,51.98,499.73,Communication_Loss
10,26.71,47.68,-54.22,60.39,1.98,26.02,Normal
13,27.47,70.22,-67.46,4.45,21.39,231.34,Battery_Drain
16,25.65,62.02,-55.8,89.2,3.43,29.41,Normal
9,28.42,37.12,-50.76,71.42,2.66,40.16,Normal
3,36.7,31.66,-77.83,70.72,97.68,554.25,Node_Failure
5,27.75,52.75,-89.93,78.01,56.62,442.95,Communication_Loss
17,75.36,80.71,-73.59,19.64,82.87,513.01,Node_Failure
18,26.08,36.77,-54.16,79.86,3.59,33.41,Normal
7,67.18,94.08,-41.78,88.79,3.05,30.56,Data_Anomaly
16,28.29,44.73,-56.75,99.29,2.32,15.94,Normal
17,54.13,53.31,-88.34,26.39,90.41,926.18,Node_Failure
19,9.98,40.94,-89.43,20.83,88.65,709.3,Node_Failure
5,18.46,3.17,-74.14,49.69,90.28,517.17,Node_Failure
11,28.39,49.97,-79.65,44.28,86.88,230.58,Communication_Loss
8,26.91,45.7,-52.82,69.17,2.37,22.04,Normal
2,21.21,43.42,-45.75,95.89,3.33,37.1,Normal
17,27.66,65.56,-53.74,69.21,4.55,23.64,Normal
19,28.1,60.97,-53.03,94.2,3.33,29.95,Normal
20,29.33,55.59,-69.04,10.77,28.22,169.39,Battery_Drain
14,-18.39,95.89,-47.08,66.19,2.51,26.58,Data_Anomaly
8,21.82,58.41,-76.3,81.45,58.83,568.79,Communication_Loss
20,21.53,54.65,-48.63,72.58,2.17,21.65,Normal
17,30.05,62.97,-62.36,13.67,15.55,141.06,Battery_Drain
5,23.32,58.92,-83.26,85.64,57.28,301.75,Communication_Loss
7,30.45,57.62,-41.97,74.77,4.71,35.83,Normal
12,25.29,53.88,-83.22,83.32,80.94,289.89,Communication_Loss
7,-12.6,4.07,-40.09,59.59,9.36,18.36,Data_Anomaly
14,27.55,53.82,-56.74,91.51,1.62,33.5,Normal
13,21.43,55.47,-56.39,87.5,1.02,16.43,Normal
14,27.09,51.63,-45.22,86.86,2.14,45.48,Normal
10,24.46,47.93,-55.57,59.79,0.65,19.79,Normal
3,32.54,54.39,-67.88,9.29,22.39,107.55,Battery_Drain
5,74.95,1.66,-54.23,69.62,1.43,13.54,Data_Anomaly
20,31.98,59.32,-80.16,81.28,63.48,267.04,Communication_Loss
6,26.37,71.29,-44.56,97.41,0.58,15.03,Normal
2,30.56,56.56,-61.48,2.85,14.43,188.61,Battery_Drain
16,29.86,60.02,-59.9,96.68,2.56,27.79,Normal
20,5.41,61.98,-73.02,31.47,84.8,978.31,Node_Failure
7,30.56,48.79,-49.36,80.43,1.97,25.6,Normal
3,33.97,60.76,-59.39,3.22,13.9,116.22,Battery_Drain
19,29.68,46.51,-75.2,52.47,71.79,792.39,Communication_Loss
8,-3.7,96.5,-54.93,92.54,4.6,35.11,Data_Anomaly
16,43.73,38.47,-73.8,48.84,87.81,554.8,Node_Failure
19,-8.29,99.94,-47.51,85.45,8.41,23.03,Data_Anomaly
10,26.62,54.02,-48.81,81.43,4.67,28.95,Normal
15,28.42,55.13,-42.49,93.8,0.88,22.51,Normal
1,28.14,54.6,-45.81,80.62,4.76,15.72,Normal
19,35.18,28.48,-86.95,44.59,91.89,784.39,Node_Failure
8,28.11,58.59,-45.51,85.04,2.8,26.43,Normal
13,19.96,44.35,-55.32,91.51,3.4,16.97,Normal
4,43.95,53.64,-75.64,20.54,83.18,825.96,Node_Failure
7,69.84,0.72,-51.11,40.73,1.33,31.26,Data_Anomaly
5,27.94,55.01,-56.04,77.1,3.01,24.23,Normal
9,50.67,22.72,-81.63,65.11,90.77,650.08,Node_Failure
6,35.06,58.65,-50.26,3.74,13.62,192.4,Battery_Drain
2,27.98,60.1,-47.09,77.97,0.23,26.47,Normal
12,32.48,51.34,-58.33,13.06,15.37,124.25,Battery_Drain
